Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-12-16,26.0,30.010000228881836,22.610000610351562,29.469999313354492,13459751,0,0
2020-12-17,28.64310073852539,39.849998474121094,28.25,35.77000045776367,7042150,0,0
2020-12-18,38.02000045776367,48.65999984741211,37.060001373291016,44.09000015258789,7266463,0,0
2020-12-21,44.0,47.9900016784668,40.0,41.099998474121094,2833826,0,0
2020-12-22,43.099998474121094,48.08000183105469,40.650001525878906,47.84000015258789,3731347,0,0
2020-12-23,47.5,51.398399353027344,43.02000045776367,46.31999969482422,3142408,0,0
2020-12-24,46.59000015258789,47.470001220703125,42.50510025024414,43.959999084472656,873425,0,0
2020-12-28,44.310001373291016,45.0,38.04999923706055,42.630001068115234,1882237,0,0
2020-12-29,42.040000915527344,42.4900016784668,39.5099983215332,40.75,646398,0,0
2020-12-30,41.20000076293945,41.5,38.11009979248047,38.869998931884766,1049533,0,0
2020-12-31,38.20000076293945,40.95000076293945,36.2599983215332,40.75,969034,0,0
2021-01-04,40.34000015258789,45.0,38.04999923706055,43.9900016784668,1347052,0,0
2021-01-05,45.099998474121094,53.630001068115234,44.20009994506836,48.369998931884766,3590669,0,0
2021-01-06,47.04999923706055,57.0,45.13999938964844,52.13999938964844,2903194,0,0
2021-01-07,55.9900016784668,61.2599983215332,55.040000915527344,55.38999938964844,1518920,0,0
2021-01-08,58.0,58.0,50.279998779296875,52.72999954223633,1407739,0,0
2021-01-11,51.0,56.0,50.529998779296875,54.709999084472656,1338175,0,0
2021-01-12,56.11000061035156,63.5,55.529998779296875,62.47999954223633,1830985,0,0
2021-01-13,60.61000061035156,69.4800033569336,57.70000076293945,57.880001068115234,1785613,0,0
2021-01-14,60.91999816894531,67.42970275878906,59.4900016784668,60.63999938964844,1288652,0,0
2021-01-15,60.63999938964844,62.599998474121094,55.599998474121094,56.0,1409538,0,0
2021-01-19,58.130001068115234,61.630001068115234,53.0,54.279998779296875,1872415,0,0
2021-01-20,54.5099983215332,56.220001220703125,53.25,55.220001220703125,935527,0,0
2021-01-21,55.04999923706055,65.29000091552734,55.04999923706055,63.77000045776367,1702374,0,0
